name,type,price,area,price_per_sqm,maturity
2026-03-16  MoonGames.Carfagno,Mainland,8000,1472,5.43,Moderate
Unnamed Parcel,Mainland,8000,2048,3.91,Moderate
"Makalu MMI #48.62 ~2176m, 747 prims, L$449/week~R…",Mainland,8000,2176,3.68,Moderate
"Makalu MMI #88.62 ~2352m, 807 prims, L$485/week~R…",Mainland,8000,2352,3.4,Moderate
Teabag,Mainland,8000,512,15.63,Moderate
Water/Ground - 3360 sqm - 1153 prims - Moderate,Mainland,8000,3360,2.38,Moderate
WATERLAND,Mainland,8000,512,15.63,Moderate
"Berard MMI #176.224~2048m, 703 prims, L$422/wk~RE…",Mainland,8000,2048,3.91,Moderate
2048 sqm $L 8000,Mainland,8000,2048,3.91,Moderate
~~ 1x Protected Unblockable Ocean View - Availabl…,Mainland,8111,1024,7.92,Moderate
=M= 2x Protected River Corner - Rent L$370 Week ==,Mainland,8111,768,10.56,Moderate
"L$8,192 Priced to Sell  1024 m2 #15",Mainland,8192,1024,8.0,Moderate
"L$8,192 Priced to Sell  1024 m2 #14",Mainland,8192,1024,8.0,Moderate
For Sale,Mainland,8192,8192,1.0,Moderate
3/27 For Sale!,Mainland,8192,8192,1.0,Moderate
"L$8,192 Priced to Sell  1024 m2 #13",Mainland,8192,1024,8.0,Moderate
For Rent/Sale protected sailable water access > 2…,Mainland,8249,1072,7.69,Moderate
=M= 2x Protected Navigable Canal - Rent L$235 Wee…,Mainland,8271,896,9.23,Moderate
=M= 1x Protected Navigable Canal - Rent L$235 Wee…,Mainland,8271,896,9.23,Moderate
Land for sale!,Mainland,8432,8432,1.0,Moderate
For Rent/Sale protected roadside commercial regio…,Mainland,8480,848,10.0,Moderate
graceful sunset view :),Mainland,8500,2048,4.15,Moderate
Qamar's Riverside Home,Mainland,8500,1536,5.53,Moderate
Beautiful plot with sea view to Linden Mare secun…,Mainland,8500,1152,7.38,Moderate
1024sqm Unblockable Sunrise Protected,Mainland,8625,1024,8.42,Moderate
1024sqm Unblockable Sunrise Protected,Mainland,8625,1024,8.42,Moderate
www.OWLands.com :: the CHEAPEST rents,Mainland,8750,1024,8.54,Moderate
OCEAN FRONT LAND M.1024 ON SALE,Mainland,8880,1024,8.67,Moderate
MarkLand 1792 sqm Flat Road Side Land for SALE / …,Mainland,8888,1792,4.96,Moderate
~~ 2x Protected Waterway Boardwalks - Available f…,Mainland,8911,1024,8.7,Moderate
Crisp Snow GridEdge Beach (M)~LIFE Properties  51…,Mainland,8985,512,17.55,Moderate
32x32 PROTECTED & UNBLOCKABLE OPEN OCEANFRONT - S…,Mainland,8990,1024,8.78,Moderate
~~ 1x Protected LL Beach Ocean View - Available f…,Mainland,8991,1024,8.78,Moderate
~~ 1x Protected Sunrise Ocean View - Available fo…,Mainland,8991,1024,8.78,Moderate
~~ 1x Protected LL Beach Ocean View - Available f…,Mainland,8991,1024,8.78,Moderate
~~ 1x Protected LL Beach Ocean View - Available f…,Mainland,8991,1024,8.78,Moderate
~~ 1x Protected Sunrise Ocean View - Available fo…,Mainland,8991,1024,8.78,Moderate
1024 Protected Ocean Sailing to Gulf of Moles Mai…,Mainland,8995,1024,8.78,Moderate
* Loach Suite (M) 175 Prims Lease L$175/Wk *,Mainland,8995,512,17.57,Moderate
2048 Protected Road Mainland Level Plot,Mainland,8995,2048,4.39,Moderate
~~ Protected unblockable Ocean View Sim Edge,Mainland,8995,1024,8.78,Moderate
2048 Protected Road Mainland Level Plot Landscaped,Mainland,8995,2048,4.39,Moderate
1024 Protected Unblockable Ocean View 32x32 Sunri…,Mainland,8995,1024,8.78,Moderate
2048 Protected Road Mainland Level Plot + Rezz Zo…,Mainland,8995,2048,4.39,Moderate
* 1024 Sailable Waterfront / Water Mainland with …,Mainland,8999,1024,8.79,Moderate
Magic Systems Lab,Mainland,8999,1024,8.79,Moderate
~~ 1x Protected Path & Rail ~~,Mainland,9000,1024,8.79,Moderate
Roadside 4128m,Mainland,9000,576,15.63,Moderate
Miami Mermaid Gallery and Garden,Mainland,9000,3360,2.68,Moderate
Ivan's Floating Oasis,Mainland,9000,2208,4.08,Moderate
All Water or Water/Sand - 1024 sqm - 351 prims - …,Mainland,9000,1024,8.79,Moderate
For Sale! Waterfront Sailable 2016m - 692prim,Mainland,9000,2016,4.46,Moderate
Sunset Tiki  Guest Villas FOR SalE,Mainland,9000,2320,3.88,Moderate
Unnamed Parcel,Mainland,9058,2048,4.42,Moderate
~~ 2x Protected Winterland Road - Available for R…,Mainland,9111,560,16.27,Moderate
Mainland Waterfront 1024 Open Water,Mainland,9200,1024,8.98,Moderate
For Sale,Mainland,9216,9216,1.0,Moderate
Lovely Plot for Sale or Rent 2048 sqm Red Marsh *…,Mainland,9299,2048,4.54,Moderate
- Protected Roadside Store,Mainland,9400,1248,7.53,Moderate
~~ 1x Protected Beach + Sunrise View - Available …,Mainland,9491,1024,9.27,Moderate
SNOWY LAND FOR SALE,Mainland,9500,1024,9.28,Moderate
Casa Renholder,Mainland,9500,2576,3.69,Moderate
"~~~_Water-Land parcel . 550L$ WklyRent, 878 prims",Mainland,9500,2560,3.71,Moderate
GridEdge Ocean (M)~LIFE Properties  512 /1B,Mainland,9599,512,18.75,Moderate
GridEdge Sunrise Ocean View (M)~LIFE Properties  …,Mainland,9599,512,18.75,Moderate
1024sqm Unblockable 1.5x Protected Piera Salino 2,Mainland,9625,1024,9.4,Moderate
=M= 3.5x Protected LL Boardwalks Water - Rent L$2…,Mainland,9711,1024,9.48,Moderate
1024sqm Unblockable Sunrise Protected Barbados 1,Mainland,9745,1024,9.52,Moderate
1024sqm Unblockable Sunrise Protected Barbados 2,Mainland,9745,1024,9.52,Moderate
Store For Sale,Mainland,9800,4096,2.39,Moderate
- Protected Roadside for Clothing Boutique,Mainland,9800,640,15.31,Moderate
Depot 12,Mainland,9900,1344,7.37,Moderate
"Route 9, Protected Roadside 1024sqm / Kyle",Mainland,9900,1024,9.67,Moderate
UNBLOCKABLE 1024 FOR SALE,Mainland,9977,1024,9.74,Moderate
UNBLOCKABLE WATER LOT,Mainland,9977,1024,9.74,Moderate
32x32 PROTECTED & UNBLOCKABLE OPEN OCEANFRONT - S…,Mainland,9990,1024,9.76,Moderate
=M= 1x Protected Navigable Waterfront - Rent L$48…,Mainland,9994,2048,4.88,Moderate
~~2048 Protected Water Channel Sailing (2) Gulf o…,Mainland,9995,2048,4.88,Moderate
1024 Protected Unblockable Water Ocean Mainland S…,Mainland,9995,1024,9.76,Moderate
Renoir [M] - 512 sqm - 175 prims,Mainland,9997,512,19.53,Moderate
2048 [M] Protected Ocean Edge  LUXURY RENTALS www…,Mainland,9998,2048,4.88,Moderate
~~~~~~~~~~~~~~~~~~protected ocean 2048 www.pansla…,Mainland,9998,2048,4.88,Moderate
~~~~~~~~~~~~~~~~~~protected ocean 2048 www.pansla…,Mainland,9998,2048,4.88,Moderate
!!! NEW LOWER PRICE !!! FOR SALE 2048m PROTECTED …,Mainland,9999,2048,4.88,Moderate
PROTECTED ROADSIDE WATER VIEWS 1024,Mainland,9999,1024,9.76,Moderate
x2 PROTECTED WATERFRONT SAILABLE,Mainland,9999,1696,5.9,Moderate
ISLAND LAND FOR SALE,Mainland,9999,2048,4.88,Moderate
PROTECTED ROADSIDE,Mainland,9999,1536,6.51,Moderate
"512m parcel, Scenic Overlook & Path Access 175 Pr…",Mainland,9999,512,19.53,Moderate
4608 mtr for sale-/*/*/,Mainland,9999,4608,2.17,Moderate
RAILWAY SLRR PROTECTED LOT,Mainland,9999,1024,9.76,Moderate
PROTECTED WATER 1024,Mainland,9999,1024,9.76,Moderate
PROTECTED 1024 SAILABLE,Mainland,9999,1024,9.76,Moderate
"Unblocked  sunset View, Great Area, 1024m",Mainland,9999,1024,9.76,Moderate
PROTECTED SAILABLE TO BELLISARIA 2048,Mainland,9999,2256,4.43,Moderate
For Rent/Sale protected Sailabe water ~ sunrise >…,Mainland,9999,512,19.53,Moderate
PROTECTED 1024,Mainland,9999,1024,9.76,Moderate
::PROTECTED ROADSIDE X2 PREMIUM MAINLAND,Mainland,9999,3072,3.25,Moderate
UNBLOCKABLE BEACH 512,Mainland,9999,512,19.53,Moderate
Land for Sale - Unblockable Sunrise,Mainland,9999,1024,9.76,Moderate
For Rent/Sale protected roadside > 250L$/W,Mainland,9999,1024,9.76,Moderate
STRAIGHT EDGED 1024,Mainland,9999,1024,9.76,Moderate
4096 m2 Wohnsitz in  EA,Mainland,9999,4096,2.44,Moderate
For Rent/Sale protected sailable waterfront > 125…,Mainland,9999,512,19.53,Moderate
PROTECTED Roadside + Rez Zone + Beach 32x32m Trop…,Mainland,9999,1024,9.76,Moderate
1024 PROTECTED SAILABLE LAND,Mainland,9999,1024,9.76,Moderate
BEAUTIFUL UNBLOCKABLE BEACH,Mainland,9999,1024,9.76,Moderate
BEAUTIFUL RIVERFRONT FLAT 1024,Mainland,9999,1024,9.76,Moderate
BEAUTIFUL RIVERFRONT FLAT 1024,Mainland,9999,1024,9.76,Moderate
PROTECTED ROADSIDE 1024,Mainland,9999,1024,9.76,Moderate
2022-12-28 Lilly Lalonde,Mainland,9999,512,19.53,Moderate
PROTECTED BEACH,Mainland,9999,1024,9.76,Moderate
PROTECTED BEACH LOT 1024,Mainland,9999,1024,9.76,Moderate
RAILWAY  1024,Mainland,9999,1024,9.76,Moderate
PROTECTED WATER,Mainland,9999,1024,9.76,Moderate
PROTECTED 1024 SAILABLE,Mainland,9999,1024,9.76,Moderate
WINTER LODGE ROADSIDE FOR SALE,Mainland,9999,512,19.53,Moderate
White Sand Waterfront Island!,Mainland,9999,3936,2.54,Moderate
PROTECTED ROADSIDE1024,Mainland,9999,1024,9.76,Moderate
PROTECTED Roadside + Rez Zone + Beach 32x32m Trop…,Mainland,9999,1008,9.92,Moderate
PROTECTED 1024 WATERFRONT,Mainland,9999,1024,9.76,Moderate
BEAUTIFUL UNBLOCKABLE BEACH,Mainland,9999,1024,9.76,Moderate
"1024 Winter Mountain Sim, Sunset View Forever Hom…",Mainland,10000,1024,9.77,Moderate
Mabel's Butterfly House,Mainland,10000,512,19.53,Moderate
Sugarloaf Corner,Mainland,10000,1024,9.77,Moderate
Les hors-la-loi de LeMew,Mainland,10000,3840,2.6,Moderate
Unnamed Parcel,Mainland,10000,1504,6.65,Moderate
Unnamed Parcel,Mainland,10000,2288,4.37,Moderate
"Lowndean (208,120) Moderate 1024m",Mainland,10000,1024,9.77,Moderate
Brandy's House,Mainland,10000,1024,9.77,Moderate
^~^,Mainland,10000,4608,2.17,Moderate
Cafe Eschen Road & Gatcha Resell,Mainland,10000,1024,9.77,Moderate
Unnamed Parcel,Mainland,10000,2288,4.37,Moderate
"Lowndean (208,120) Moderate 1024m",Mainland,10000,1024,9.77,Moderate
2x PROTECTED between SLRR & Great Wall 5088 Priva…,Mainland,10000,5088,1.97,Moderate
Adare Manor,Mainland,10000,2048,4.88,Moderate
CAPUTXETA VERMELLA - Platja Nord - Parc - 1024sqm,Mainland,10000,1024,9.77,Moderate
For Sale,Mainland,10000,10000,1.0,Moderate
Roadside 4128m,Mainland,10000,1024,9.77,Moderate
Fantastic plot with view to Linden bridge and pro…,Mainland,10000,2016,4.96,Moderate
Fantastic plot with view to Linden iles and prote…,Mainland,10000,1792,5.58,Moderate
1024sqm Sailable 3x Protected,Mainland,10000,1024,9.77,Moderate
"Slice of Paradise- $10,000 to buy/$700 weekly to …",Mainland,10000,3840,2.6,Moderate
Holmeforth's Manor,Mainland,10000,5120,1.95,Moderate
FOR SALE *** CONTACT OWNER TO DISCUSS PRICE,Mainland,10000,1024,9.77,Moderate
Firewake - Once Upon A Time,Mainland,10000,4096,2.44,Moderate
for sell 10000 l$,Mainland,10000,1536,6.51,Moderate
"1024 Winter Mountain Sim, Sunset View Forever Hom…",Mainland,10000,1024,9.77,Moderate
"~~~_Sailable Deepwater, protected. 555L$ WklyRent…",Mainland,10000,2560,3.91,Moderate
512,Mainland,10000,512,19.53,Moderate
"Land for Sale.  $10.000, 1406Li",Mainland,10000,4096,2.44,Moderate
~~~2048 Protected Water Channel Sailing (1) Gulf …,Mainland,10000,2048,4.88,Moderate
Jet Ski Rezzer Rental Land,Mainland,10000,1008,9.92,Moderate
Logger's pad,Mainland,10000,512,19.53,Moderate
.:. B L U S H .:.,Mainland,10000,1536,6.51,Moderate
"Nightshark MMI #222.184~2816m, 966 prims, L$580/w…",Mainland,10000,2816,3.55,Moderate
"Pintano (240,48) Moderate 1024m",Mainland,10000,1024,9.77,Moderate
Langdon Outpost,Mainland,10000,2048,4.88,Moderate
PERFECT for two prem. plus memb.,Mainland,10000,4096,2.44,Moderate
2025-09-10 : Pammela Paule,Mainland,10000,2048,4.88,Moderate
Bea&Chloe,Mainland,10000,1024,9.77,Moderate
"1024 Winter Mountain Sim, Sunset View Forever Hom…",Mainland,10000,1024,9.77,Moderate
Roadside 4128m,Mainland,10000,1024,9.77,Moderate
Sunrise view hill,Mainland,10000,1024,9.77,Moderate
Grimly Fiendish - For sale,Mainland,10000,560,17.86,Moderate
Haglund,Mainland,10000,2048,4.88,Moderate
Crow's Nest,Mainland,10000,1024,9.77,Moderate
Pornfish Farming,Mainland,10000,1024,9.77,Moderate
Land for sale  16384m 5625 Prims  10000 L,Mainland,10000,16384,0.61,Moderate
"Broadside (224,16) Moderate 2048m Waterfront Sail…",Mainland,10400,2048,5.08,Moderate
"~~~~~~~~~~~~~~~~~Protected Waterway Navigable 10,…",Mainland,10500,1024,10.25,Moderate
~~ 1x Protected Sailable Waterway - Available for…,Mainland,10991,2048,5.37,Moderate
cozy riverfront,Mainland,11000,768,14.32,Moderate
Protected Waterland /  Waterfront for Sale,Mainland,11000,2640,4.17,Moderate
Serenity Place,Mainland,11000,1024,10.74,Moderate
~~ 1x Protected Waterfront Ocean View  - Availabl…,Mainland,11111,1024,10.85,Moderate
~~ 1x Protected Waterfront Ocean View  - Availabl…,Mainland,11111,1024,10.85,Moderate
~~ 1x Protected Waterfront Ocean View  - Availabl…,Mainland,11111,1024,10.85,Moderate
~~ 2x Protected Navigable Waterways - Available f…,Mainland,11111,1024,10.85,Moderate
Orbital Brew Cosmic Cafe - Retrofuturistic (4 Sal…,Mainland,11111,512,21.7,Moderate
CHEAP Protected Roadside  2048m 703 Prim,Mainland,11270,2048,5.5,Moderate
- TROPICAL WATERWAY ISLAND HOME,Mainland,11500,2048,5.62,Moderate
Protected Ocean Edge Sunrise Views,Mainland,11500,1024,11.23,Moderate
Land for sale!,Mainland,11552,11552,1.0,Moderate
CHEAP GRASSLAND 7680m 2636 Prim Wallaroo [M],Mainland,11899,3840,3.1,Moderate
CHEAP GRASSLAND 7680m 2636 Prim Wallaroo [M],Mainland,11899,3840,3.1,Moderate
* Waterfall Camp ~ Protected Oceanfront - Landsca…,Mainland,11900,1024,11.62,Moderate
Great Country Roadside (M)~LIFE Properties  2080 …,Mainland,11959,2080,5.75,Moderate
~~~3072 Protected Road Mainland,Mainland,11995,3072,3.9,Moderate
~~~2048 Protected Unblockable Oceanview Mainland,Mainland,11995,2048,5.86,Moderate
~~2048 Protected Unblockable Ocean Mainland Sim E…,Mainland,11995,2048,5.86,Moderate
Private Beach (abandoned all sides),Mainland,11999,2048,5.86,Moderate
Sexy Divas Land,Mainland,11999,1024,11.72,Moderate
Soloes escape,Mainland,12000,12032,1.0,Moderate
Mystic Groves,Mainland,12000,8192,1.46,Moderate
The Salty Seamen,Mainland,12000,1024,11.72,Moderate
"Namcha MMI #232.160 ~3072m, 1054 prims, L$633/wee…",Mainland,12000,3072,3.91,Moderate
Protected Riverfront for Sale,Mainland,12000,1952,6.15,Moderate
PROTECTED SAILING LAND ~ 944m ~ 324 Prims,Mainland,12000,944,12.71,Moderate
mercys place,Mainland,12000,1024,11.72,Moderate
4096 SUNSET OCEAN VIEW / FLAT / NEARBY ROAD & CHA…,Mainland,12000,4096,2.93,Moderate
Lil Pup Logistics Station,Mainland,12000,2096,5.73,Moderate
"Hideaway 1008 sq, 346 prims, Landlock/Access to O…",Mainland,12000,1008,11.9,Moderate
"Namcha MMI # 168.32 ~3072m, 1054 prims, L$633/wk~…",Mainland,12000,3072,3.91,Moderate
Protected Winterland Sim Edge,Mainland,12000,1120,10.71,Moderate
PROTECTED DIRECT SAILABLE LAND 1024,Mainland,12000,1024,11.72,Moderate
Bntouk-2,Mainland,12000,1024,11.72,Moderate
~~ 1x Protected Waterfront Ocean View  - Availabl…,Mainland,12111,1024,11.83,Moderate
4336 m  Roadside Property For Sale  - Only 2.8 pe…,Mainland,12141,4336,2.8,Moderate
Mainland 1024m Prime Roadside Parcel FS,Mainland,12200,1024,11.91,Moderate
Unnamed Parcel,Mainland,12280,1536,7.99,Moderate
"L$12,288  Priced to Sell #2",Mainland,12288,1024,12.0,Moderate
"Roadside L$12,288  Priced to Sell #4",Mainland,12288,1024,12.0,Moderate
"Roadside L$12,288  Priced to Sell #1",Mainland,12288,1024,12.0,Moderate
"Roadside L$12,288  Priced to Sell #5",Mainland,12288,1024,12.0,Moderate
"Roadside L$12,288  Priced to Sell #3",Mainland,12288,1024,12.0,Moderate
"Roadside L$12,288  Priced to Sell #6",Mainland,12288,1024,12.0,Moderate
eDens 4Sale Protected Roadside,Mainland,12300,2048,6.01,Moderate
Bonus Coastal Roadside (M)~LIFE Properties  2144 …,Mainland,12327,2144,5.75,Moderate
highland flats 4-sale,Mainland,12500,3328,3.76,Moderate
"~~~_Waterfront parcel, 3728m. 885L$ WklyRent, 127…",Mainland,12500,3728,3.35,Moderate
Protected Ocean Sailing,Mainland,12500,768,16.28,Moderate
- PROTECTED Roadside + Linden Rez Zone Road Level…,Mainland,12500,2112,5.92,Moderate
2026-03-31 :  Very Lit,Mainland,12500,1280,9.77,Moderate
Rare Snow Land - Waterfront!,Mainland,12500,512,24.41,Moderate
Protected Ocean Edge Free Week Luxury Rentals www…,Mainland,12988,1024,12.68,Moderate
PROTECTED ROADSIDE - FLAT BEACH TROPICAL AREA,Mainland,12990,2048,6.34,Moderate
Protected River Free Week LUXURY RENTALS www.pans…,Mainland,12998,3840,3.38,Moderate
13k FOR sale on HUGE body of protected water,Mainland,12999,3072,4.23,Moderate
1024 -  Protected Oceanfront for Sale,Mainland,13000,1024,12.7,Moderate
Unblockable Sunrise Waterfront (M)~LIFE Propertie…,Mainland,13081,512,25.55,Moderate
=M= 1x Protected Ocean View - Rent L$240 Week ==,Mainland,13111,1024,12.8,Moderate
"Pleiantes (160,240) Moderate 2048m",Mainland,13200,2048,6.45,Moderate
"Protected Waterfront-1632 sqm, 560 li, sailing, m…",Mainland,13500,1632,8.27,Moderate
Roadside 1024sqm 351prim 13500L,Mainland,13500,1024,13.18,Moderate
nice place,Mainland,13515,1008,13.41,Moderate
"Protected Seaside, Unblocksble, beach 2048sqm - M…",Mainland,13600,2048,6.64,Moderate
Bonus Great Protected Railside (M)  2160 /RR 2,Mainland,13715,2160,6.35,Moderate
Protected Oceanfront for Sale,Mainland,13750,2048,6.71,Moderate
=M= 1x Protected Sunrise Ocean View - Rent L$240 …,Mainland,13811,1024,13.49,Moderate
CHEAP GRASSLAND 4608m Prim Wallaroo [M],Mainland,13825,4608,3.0,Moderate
CHEAP GRASSLAND 4608m Prim Wallaroo [M],Mainland,13825,4608,3.0,Moderate
~~ 1x Protected Navigavle River - Available for R…,Mainland,13991,2048,6.83,Moderate
Tropical Paradise with Tiki House and extras incl…,Mainland,13995,1024,13.67,Moderate
MarkLand 3072 sqm Land for SALE or RENT in Cairnl…,Mainland,13999,3072,4.56,Moderate
"Troll Sweat (152,224) Moderate 512m",Mainland,13999,512,27.34,Moderate
FOR SALE...1344 sqm.. 461 Li ..Beautiful area,Mainland,13999,1344,10.42,Moderate
CHEAP ISLAND FURNISHED HOME 4096m 1406 Prim Jones…,Mainland,13999,4096,3.42,Moderate
"Bruja MMI #32.32 ~4096m, 1406 prims, L$844/wk~REN…",Mainland,14000,4096,3.42,Moderate
Lovely Water Plot FOR SALE,Mainland,14000,1840,7.61,Moderate
aRENTAL **Protected Roadside** $325L/week,Mainland,14000,1408,9.94,Moderate
1024sqm Unblockable Sunrise Protected,Mainland,14000,1024,13.67,Moderate
* Rekal Thor Inland I1 (M) For Sale Only *,Mainland,14048,2880,4.88,Moderate
=M= 1x Protected Sailable Seafront - Rent L$250 W…,Mainland,14111,1024,13.78,Moderate
~~ 1x Protected Unblockable Ocean View - Availabl…,Mainland,14111,1024,13.78,Moderate
~~ 3x Protected Sailable Water Crossing - Availab…,Mainland,14111,1024,13.78,Moderate
~~ 1x Protected Sailable Waterway - Available for…,Mainland,14111,2048,6.89,Moderate
"Doyle3 (116,200) Moderate 10080m",Mainland,14200,1904,7.46,Moderate
5104 m  Roadside Property For Sale  - Only 2.8 pe…,Mainland,14291,5104,2.8,Moderate
Unnamed Parcel,Mainland,14336,2048,7.0,Moderate
=M= 1x Protected Ocean View - Rent L$475 Week ==,Mainland,14441,2048,7.05,Moderate
8624 Private,Mainland,14444,8592,1.68,Moderate
Bonus Country Roadside (M)~LIFE Properties  3072 …,Mainland,14591,3072,4.75,Moderate
"Hite (164,76) Moderate 2048m Protected river sail…",Mainland,14888,2048,7.27,Moderate
The Wicked Retreat,Mainland,14950,1024,14.6,Moderate
PROTECTED SAILABLE RIVER - FLAT HILLTOP - SNOW LA…,Mainland,14990,2048,7.32,Moderate
PROTECTED ROADSIDE - FLAT BEACH TROPICAL AREA + R…,Mainland,14990,2048,7.32,Moderate
RIVERFRONT WITH PRIVATE WATERS,Mainland,14990,2048,7.32,Moderate
~~ 1x Protected Sailable Sea Sunrise - Available …,Mainland,14991,2048,7.32,Moderate
~~ 1x Protected Sailable Sea Sunrise - Available …,Mainland,14991,2048,7.32,Moderate
2048 Protected Unblockable Water Ocean Mainland S…,Mainland,14995,2048,7.32,Moderate
2048 Protected Unblockable Water Ocean Mainland S…,Mainland,14995,2048,7.32,Moderate
Protected Waterway Sail to Oceans! www.pansland.c…,Mainland,14998,1024,14.65,Moderate
Griffin Prims,Mainland,14999,1536,9.76,Moderate
"Falcata Land 4 Sale $14,999L 2048m ~Magic Land Sa…",Mainland,14999,2048,7.32,Moderate
Pockwock Highlands,Mainland,14999,2048,7.32,Moderate
EASTER DEAL! Roadside 4096sqm 1406prims,Mainland,14999,4096,3.66,Moderate
FOR SALE - WATER FRONT,Mainland,15000,3584,4.19,Moderate
MCB - Amy Pond Estates - Mas Llinars - Platja Nord,Mainland,15000,1920,7.81,Moderate
CAPUTXETA VERMELLA - Mas Boet - 2016sqm,Mainland,15000,2016,7.44,Moderate
Beach Home,Mainland,15000,1024,14.65,Moderate
"Montsoreau MMI #22.94~3696m, 1268 prims, L$761/wk…",Mainland,15000,3696,4.06,Moderate
Pentewyn Gardens,Mainland,15000,1024,14.65,Moderate
FOR SALE 2048sqm water / 703 prims,Mainland,15000,2048,7.32,Moderate
Tantali's beach house.,Mainland,15000,7360,2.04,Moderate
~~~~Winx Way~~~~DJredminx WInx~~~,Mainland,15000,1024,14.65,Moderate
- Skybox Tropical Devonshire,Mainland,15000,1536,9.77,Moderate
Essbel's Tattoo Shop,Mainland,15000,1024,14.65,Moderate
BunBun Builds,Mainland,15000,1024,14.65,Moderate
"Pacific Trails, 500 Prims for L$1499wk or buy for…",Mainland,15000,2704,5.55,Moderate
Lovely buildable plot 2 with access to a fjord an…,Mainland,15000,2400,6.25,Moderate
RTX 4080,Mainland,15000,2048,7.32,Moderate
Jules Hideaway,Mainland,15000,1024,14.65,Moderate
MCB - Amy Pond Estates - Masia Beret  - Platja No…,Mainland,15000,2048,7.32,Moderate
